CÛdigo IBGE do MunicÌpio;CÛdigo da Unidade da FederaÁ„o;Sigla da Unidade da FederaÁ„o;Nome das Grandes Regiıes;CÛdigo IBGE da Mesoregi„o;Nome da Mesoregi„o;CÛdigo IBGE da Microregi„o;Nome da Microregi„o;IDHM 1991;IDHM 2000;IDHM 2010
150810;15;PA;Norte;1506;Sudeste Paraense;15016;Tucuru›;0,421;0,543;0,666
150812;15;PA;Norte;1506;Sudeste Paraense;15017;Paragominas;0,277;0,42;0,604
150815;15;PA;Norte;1505;Sudoeste Paraense;15015;Altamira;0,298;0,45;0,589
150820;15;PA;Norte;1504;Nordeste Paraense;15009;Salgado;0,372;0,487;0,617
150830;15;PA;Norte;1504;Nordeste Paraense;15013;Guamﬂ;0,237;0,353;0,515
150835;15;PA;Norte;1505;Sudoeste Paraense;15015;Altamira;0,262;0,422;0,596
150840;15;PA;Norte;1506;Sudeste Paraense;15021;Reden˛“o;0,374;0,519;0,646
160005;16;AP;Norte;1602;Sul do Amapﬂ;16003;Macapﬂ;0,416;0,569;0,709
160010;16;AP;Norte;1601;Norte do Amapﬂ;16002;Amapﬂ;0,391;0,498;0,642
160015;16;AP;Norte;1602;Sul do Amapﬂ;16003;Macapﬂ;0,235;0,442;0,626
160020;16;AP;Norte;1601;Norte do Amapﬂ;16001;Oiapoque;0,342;0,488;0,643
160021;16;AP;Norte;1602;Sul do Amapﬂ;16003;Macapﬂ;0,161;0,444;0,628
160023;16;AP;Norte;1602;Sul do Amapﬂ;16003;Macapﬂ;0,32;0,537;0,656
160025;16;AP;Norte;1602;Sul do Amapﬂ;16003;Macapﬂ;0,268;0,415;0,576
160027;16;AP;Norte;1602;Sul do Amapﬂ;16004;Mazag“o;0,349;0,481;0,665
160030;16;AP;Norte;1602;Sul do Amapﬂ;16003;Macapﬂ;0,525;0,622;0,733
160040;16;AP;Norte;1602;Sul do Amapﬂ;16004;Mazag“o;0,319;0,434;0,592
160050;16;AP;Norte;1601;Norte do Amapﬂ;16001;Oiapoque;0,388;0,537;0,658
160053;16;AP;Norte;1602;Sul do Amapﬂ;16003;Macapﬂ;0,407;0,52;0,64
160055;16;AP;Norte;1601;Norte do Amapﬂ;16002;Amapﬂ;0,203;0,44;0,614
160060;16;AP;Norte;1602;Sul do Amapﬂ;16003;Macapﬂ;0,426;0,562;0,692
160070;16;AP;Norte;1601;Norte do Amapﬂ;16002;Amapﬂ;0,311;0,45;0,592
160080;16;AP;Norte;1602;Sul do Amapﬂ;16004;Mazag“o;0,336;0,459;0,619
170025;17;TO;Norte;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0,215;0,454;0,665
170030;17;TO;Norte;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0,295;0,466;0,657
170035;17;TO;Norte;1701;Ocidental do Tocantins;17005;Gurupi;0,38;0,544;0,663
170040;17;TO;Norte;1702;Oriental do Tocantins;17008;Dianæpolis;0,263;0,42;0,636
170070;17;TO;Norte;1701;Ocidental do Tocantins;17005;Gurupi;0,471;0,578;0,708
170100;17;TO;Norte;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0,295;0,496;0,671
170105;17;TO;Norte;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0,235;0,485;0,648
170110;17;TO;Norte;1702;Oriental do Tocantins;17006;Porto Nacional;0,373;0,479;0,651
170130;17;TO;Norte;1701;Ocidental do Tocantins;17002;Aragua›na;0,32;0,402;0,593
170190;17;TO;Norte;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0,32;0,477;0,639
170200;17;TO;Norte;1701;Ocidental do Tocantins;17004;Rio Formoso;0,332;0,542;0,675
170210;17;TO;Norte;1701;Ocidental do Tocantins;17002;Aragua›na;0,451;0,58;0,752
170215;17;TO;Norte;1701;Ocidental do Tocantins;17002;Aragua›na;0,28;0,388;0,604
170220;17;TO;Norte;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0,301;0,432;0,631
170230;17;TO;Norte;1701;Ocidental do Tocantins;17002;Aragua›na;0,318;0,48;0,68
170240;17;TO;Norte;1702;Oriental do Tocantins;17008;Dianæpolis;0,338;0,474;0,651
170255;17;TO;Norte;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0,297;0,462;0,67
170270;17;TO;Norte;1702;Oriental do Tocantins;17008;Dianæpolis;0,355;0,486;0,677
170290;17;TO;Norte;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0,261;0,432;0,627
170300;17;TO;Norte;1701;Ocidental do Tocantins;17002;Aragua›na;0,265;0,397;0,642
170305;17;TO;Norte;1701;Ocidental do Tocantins;17002;Aragua›na;0,282;0,445;0,638
170307;17;TO;Norte;1702;Oriental do Tocantins;17007;Jalap“o;0,17;0,36;0,603
170310;17;TO;Norte;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0,331;0,497;0,642
170320;17;TO;Norte;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0,335;0,504;0,638
170330;17;TO;Norte;1702;Oriental do Tocantins;17006;Porto Nacional;0,24;0,396;0,66
170360;17;TO;Norte;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0,297;0,505;0,684
170370;17;TO;Norte;1701;Ocidental do Tocantins;17005;Gurupi;0,346;0,487;0,686
170380;17;TO;Norte;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0,269;0,462;0,627
170382;17;TO;Norte;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0,314;0,443;0,627
170384;17;TO;Norte;1702;Oriental do Tocantins;17007;Jalap“o;0,138;0,343;0,544
170386;17;TO;Norte;1701;Ocidental do Tocantins;17005;Gurupi;0,292;0,528;0,662
170388;17;TO;Norte;1701;Ocidental do Tocantins;17002;Aragua›na;0,239;0,447;0,64
170389;17;TO;Norte;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0,152;0,407;0,594
170390;17;TO;Norte;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0,374;0,49;0,658
170410;17;TO;Norte;1702;Oriental do Tocantins;17007;Jalap“o;0,209;0,407;0,569
170460;17;TO;Norte;1701;Ocidental do Tocantins;17004;Rio Formoso;0,24;0,41;0,619
170510;17;TO;Norte;1702;Oriental do Tocantins;17008;Dianæpolis;0,239;0,401;0,62
170550;17;TO;Norte;1701;Ocidental do Tocantins;17002;Aragua›na;0,418;0,561;0,701
170555;17;TO;Norte;1702;Oriental do Tocantins;17008;Dianæpolis;0,341;0,526;0,697
170560;17;TO;Norte;1702;Oriental do Tocantins;17008;Dianæpolis;0,31;0,422;0,592
170600;17;TO;Norte;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0,274;0,409;0,605
170610;17;TO;Norte;1701;Ocidental do Tocantins;17004;Rio Formoso;0,431;0,544;0,673
170625;17;TO;Norte;1701;Ocidental do Tocantins;17005;Gurupi;0,316;0,491;0,644
170650;17;TO;Norte;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0,208;0,41;0,581
170700;17;TO;Norte;1702;Oriental do Tocantins;17008;Dianæpolis;0,385;0,515;0,701
170710;17;TO;Norte;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0,34;0,503;0,683
170720;17;TO;Norte;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0,27;0,439;0,583
170730;17;TO;Norte;1701;Ocidental do Tocantins;17004;Rio Formoso;0,319;0,5;0,679
170740;17;TO;Norte;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0,189;0,357;0,57
170755;17;TO;Norte;1701;Ocidental do Tocantins;17004;Rio Formoso;0,412;0,543;0,697
170765;17;TO;Norte;1701;Ocidental do Tocantins;17005;Gurupi;0,393;0,553;0,689
170770;17;TO;Norte;1701;Ocidental do Tocantins;17002;Aragua›na;0,327;0,447;0,621
170820;17;TO;Norte;1701;Ocidental do Tocantins;17004;Rio Formoso;0,311;0,507;0,67
170825;17;TO;Norte;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0,264;0,473;0,659
170830;17;TO;Norte;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0,309;0,416;0,621
170900;17;TO;Norte;1702;Oriental do Tocantins;17007;Jalap“o;0,264;0,347;0,576
170930;17;TO;Norte;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0,417;0,559;0,741
170950;17;TO;Norte;1701;Ocidental do Tocantins;17005;Gurupi;0,497;0,61;0,759
170980;17;TO;Norte;1702;Oriental do Tocantins;17006;Porto Nacional;0,16;0,384;0,62
171050;17;TO;Norte;1702;Oriental do Tocantins;17007;Jalap“o;0,311;0,426;0,612
171070;17;TO;Norte;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0,258;0,378;0,616
171090;17;TO;Norte;1702;Oriental do Tocantins;17007;Jalap“o;0,258;0,382;0,601
171110;17;TO;Norte;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0,35;0,515;0,65
171150;17;TO;Norte;1701;Ocidental do Tocantins;17005;Gurupi;0,311;0,471;0,662
171180;17;TO;Norte;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0,177;0,448;0,584
171190;17;TO;Norte;1701;Ocidental do Tocantins;17004;Rio Formoso;0,332;0,479;0,627
171195;17;TO;Norte;1702;Oriental do Tocantins;17007;Jalap“o;0,224;0,317;0,579
171200;17;TO;Norte;1702;Oriental do Tocantins;17006;Porto Nacional;0,403;0,506;0,675
171215;17;TO;Norte;1702;Oriental do Tocantins;17008;Dianæpolis;0,305;0,431;0,66
171240;17;TO;Norte;1702;Oriental do Tocantins;17007;Jalap“o;0,306;0,388;0,57
171245;17;TO;Norte;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0,28;0,454;0,639
171250;17;TO;Norte;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0,321;0,497;0,631
171270;17;TO;Norte;1702;Oriental do Tocantins;17007;Jalap“o;0,147;0,281;0,607
171280;17;TO;Norte;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0,195;0,383;0,58
171320;17;TO;Norte;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0,46;0,58;0,684
171330;17;TO;Norte;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0,432;0,508;0,662
171360;17;TO;Norte;1702;Oriental do Tocantins;17006;Porto Nacional;0,302;0,413;0,622
171370;17;TO;Norte;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0,153;0,454;0,62
171380;17;TO;Norte;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0,169;0,435;0,628
171395;17;TO;Norte;1701;Ocidental do Tocantins;17002;Aragua›na;0,331;0,386;0,596
171420;17;TO;Norte;1702;Oriental do Tocantins;17008;Dianæpolis;0,336;0,476;0,673
171430;17;TO;Norte;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0,295;0,482;0,643
171488;17;TO;Norte;1701;Ocidental do Tocantins;17002;Aragua›na;0,326;0,467;0,631
171500;17;TO;Norte;1701;Ocidental do Tocantins;17004;Rio Formoso;0,388;0,556;0,661
171510;17;TO;Norte;1702;Oriental do Tocantins;17007;Jalap“o;0,329;0,473;0,639
171515;17;TO;Norte;1702;Oriental do Tocantins;17008;Dianæpolis;0,41;0,544;0,699
171525;17;TO;Norte;1702;Oriental do Tocantins;17008;Dianæpolis;0,235;0,371;0,596
171550;17;TO;Norte;1701;Ocidental do Tocantins;17004;Rio Formoso;0,34;0,496;0,675
171570;17;TO;Norte;1701;Ocidental do Tocantins;17002;Aragua›na;0,205;0,326;0,571
171575;17;TO;Norte;1701;Ocidental do Tocantins;17005;Gurupi;0,412;0,545;0,673
171610;17;TO;Norte;1701;Ocidental do Tocantins;17004;Rio Formoso;0,488;0,613;0,764
171620;17;TO;Norte;1702;Oriental do Tocantins;17008;Dianæpolis;0,267;0,334;0,595
171630;17;TO;Norte;1701;Ocidental do Tocantins;17002;Aragua›na;0,281;0,426;0,661
171650;17;TO;Norte;1702;Oriental do Tocantins;17006;Porto Nacional;0,421;0,546;0,732
171660;17;TO;Norte;1701;Ocidental do Tocantins;17005;Gurupi;0,32;0,482;0,674
171665;17;TO;Norte;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0,344;0,433;0,627
171670;17;TO;Norte;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0,391;0,502;0,671
171700;17;TO;Norte;1702;Oriental do Tocantins;17008;Dianæpolis;0,315;0,423;0,605
171720;17;TO;Norte;1701;Ocidental do Tocantins;17002;Aragua›na;0,271;0,431;0,621
171750;17;TO;Norte;1701;Ocidental do Tocantins;17004;Rio Formoso;0,326;0,487;0,65
171780;17;TO;Norte;1702;Oriental do Tocantins;17008;Dianæpolis;0,276;0,411;0,603
171790;17;TO;Norte;1702;Oriental do Tocantins;17007;Jalap“o;0,32;0,461;0,624
171800;17;TO;Norte;1702;Oriental do Tocantins;17008;Dianæpolis;0,383;0,44;0,645
171820;17;TO;Norte;1702;Oriental do Tocantins;17006;Porto Nacional;0,424;0,562;0,74
171830;17;TO;Norte;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0,252;0,374;0,583
171840;17;TO;Norte;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0,355;0,527;0,669
171845;17;TO;Norte;1701;Ocidental do Tocantins;17004;Rio Formoso;0,196;0,45;0,669
171850;17;TO;Norte;1702;Oriental do Tocantins;17007;Jalap“o;0,148;0,33;0,5
171855;17;TO;Norte;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0,157;0,361;0,572
171865;17;TO;Norte;1702;Oriental do Tocantins;17008;Dianæpolis;0,247;0,412;0,608
171870;17;TO;Norte;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0,255;0,476;0,616
171875;17;TO;Norte;1702;Oriental do Tocantins;17007;Jalap“o;0,284;0,363;0,6
171880;17;TO;Norte;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0,205;0,457;0,606
171884;17;TO;Norte;1701;Ocidental do Tocantins;17004;Rio Formoso;0,294;0,498;0,659
171886;17;TO;Norte;1701;Ocidental do Tocantins;17002;Aragua›na;0,263;0,439;0,616
171888;17;TO;Norte;1702;Oriental do Tocantins;17006;Porto Nacional;0,248;0,412;0,634
171889;17;TO;Norte;1701;Ocidental do Tocantins;17005;Gurupi;0,281;0,43;0,651
171890;17;TO;Norte;1702;Oriental do Tocantins;17008;Dianæpolis;0,285;0,41;0,595
171900;17;TO;Norte;1702;Oriental do Tocantins;17007;Jalap“o;0,333;0,479;0,662
172000;17;TO;Norte;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0,224;0,398;0,637
172010;17;TO;Norte;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0,208;0,411;0,605
172015;17;TO;Norte;1702;Oriental do Tocantins;17007;Jalap“o;0,294;0,419;0,574
172020;17;TO;Norte;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0,24;0,42;0,623
172025;17;TO;Norte;1701;Ocidental do Tocantins;17005;Gurupi;0,222;0,419;0,605
172030;17;TO;Norte;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0,249;0,439;0,573
172049;17;TO;Norte;1702;Oriental do Tocantins;17008;Dianæpolis;0,327;0,46;0,643
172065;17;TO;Norte;1702;Oriental do Tocantins;17006;Porto Nacional;0,33;0,451;0,675
172080;17;TO;Norte;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0,302;0,457;0,604
172085;17;TO;Norte;1701;Ocidental do Tocantins;17005;Gurupi;0,319;0,453;0,667
172090;17;TO;Norte;1702;Oriental do Tocantins;17008;Dianæpolis;0,316;0,451;0,634
172093;17;TO;Norte;1702;Oriental do Tocantins;17008;Dianæpolis;0,281;0,387;0,601
172097;17;TO;Norte;1701;Ocidental do Tocantins;17005;Gurupi;0,296;0,481;0,654
172100;17;TO;Norte;1702;Oriental do Tocantins;17006;Porto Nacional;0,439;0,654;0,788
172110;17;TO;Norte;1702;Oriental do Tocantins;17006;Porto Nacional;0,349;0,445;0,589
172120;17;TO;Norte;1701;Ocidental do Tocantins;17001;Bico do Papagaio;0,387;0,542;0,681
172125;17;TO;Norte;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0,238;0,445;0,67
172130;17;TO;Norte;1701;Ocidental do Tocantins;17003;Miracema do Tocantins;0,421;0,446;0,587
172208;17;TO;Norte;1701;Ocidental do Tocantins;17002;Aragua›na;0,346;0,474;0,638
172210;17;TO;Norte;1701;Ocidental do Tocantins;17002;Aragua›na;0,344;0,504;0,671
210005;21;MA;Nordeste;2102;Oeste Maranhense;21009;Imperatriz;0,344;0,498;0,672
210010;21;MA;Nordeste;2104;Leste Maranhense;21016;Coelho Neto;0,278;0,337;0,529
210015;21;MA;Nordeste;2104;Leste Maranhense;21013;Baixo Parna›ba Maranhense;0,21;0,293;0,5
210020;21;MA;Nordeste;2101;Norte Maranhense;21001;Litoral Ocidental Maranhense;0,271;0,405;0,573
210030;21;MA;Nordeste;2104;Leste Maranhense;21016;Coelho Neto;0,257;0,349;0,513
210040;21;MA;Nordeste;2102;Oeste Maranhense;21008;Pindar⁄;0,27;0,384;0,549
210043;21;MA;Nordeste;2104;Leste Maranhense;21015;Codæ;0,209;0,331;0,554
210047;21;MA;Nordeste;2102;Oeste Maranhense;21008;Pindar⁄;0,19;0,336;0,558
210050;21;MA;Nordeste;2105;Sul Maranhense;21020;Gerais de Balsas;0,308;0,435;0,633
210055;21;MA;Nordeste;2102;Oeste Maranhense;21007;Gurupi;0,165;0,327;0,52
210060;21;MA;Nordeste;2102;Oeste Maranhense;21009;Imperatriz;0,284;0,374;0,555
210070;21;MA;Nordeste;2101;Norte Maranhense;21005;Baixada Maranhense;0,26;0,397;0,581
210080;21;MA;Nordeste;2104;Leste Maranhense;21014;Chapadinha;0,292;0,421;0,581
210083;21;MA;Nordeste;2101;Norte Maranhense;21001;Litoral Ocidental Maranhense;0,238;0,327;0,568
210087;21;MA;Nordeste;2102;Oeste Maranhense;21008;Pindar⁄;0,184;0,359;0,533
210090;21;MA;Nordeste;2104;Leste Maranhense;21013;Baixo Parna›ba Maranhense;0,199;0,298;0,521
210095;21;MA;Nordeste;2103;Centro Maranhense;21011;Alto Mearim e Graja∑;0,21;0,334;0,512
210100;21;MA;Nordeste;2101;Norte Maranhense;21005;Baixada Maranhense;0,331;0,47;0,626
210110;21;MA;Nordeste;2101;Norte Maranhense;21003;Rosﬂrio;0,31;0,464;0,641
210120;21;MA;Nordeste;2103;Centro Maranhense;21010;M⁄dio Mearim;0,372;0,481;0,651
210125;21;MA;Nordeste;2101;Norte Maranhense;21003;Rosﬂrio;0,341;0,433;0,629
210130;21;MA;Nordeste;2101;Norte Maranhense;21001;Litoral Ocidental Maranhense;0,272;0,403;0,578
210135;21;MA;Nordeste;2101;Norte Maranhense;21001;Litoral Ocidental Maranhense;0,216;0,369;0,537
210140;21;MA;Nordeste;2105;Sul Maranhense;21020;Gerais de Balsas;0,347;0,521;0,687
210150;21;MA;Nordeste;2104;Leste Maranhense;21018;Chapadas do Alto Itapecuru;0,31;0,424;0,592
210160;21;MA;Nordeste;2103;Centro Maranhense;21011;Alto Mearim e Graja∑;0,287;0,423;0,606
210170;21;MA;Nordeste;2101;Norte Maranhense;21004;Len˛ois Maranhenses;0,251;0,361;0,57
210173;21;MA;Nordeste;2104;Leste Maranhense;21014;Chapadinha;0,199;0,32;0,512
210177;21;MA;Nordeste;2101;Norte Maranhense;21005;Baixada Maranhense;0,175;0,355;0,554
210180;21;MA;Nordeste;2105;Sul Maranhense;21021;Chapadas das Mangabeiras;0,24;0,379;0,546
210190;21;MA;Nordeste;2101;Norte Maranhense;21001;Litoral Ocidental Maranhense;0,299;0,422;0,601
210193;21;MA;Nordeste;2103;Centro Maranhense;21010;M⁄dio Mearim;0,262;0,413;0,604
210197;21;MA;Nordeste;2102;Oeste Maranhense;21007;Gurupi;0,256;0,369;0,545
210200;21;MA;Nordeste;2102;Oeste Maranhense;21008;Pindar⁄;0,237;0,332;0,538
210203;21;MA;Nordeste;2102;Oeste Maranhense;21008;Pindar⁄;0,198;0,364;0,558
210207;21;MA;Nordeste;2103;Centro Maranhense;21010;M⁄dio Mearim;0,229;0,382;0,562
210210;21;MA;Nordeste;2104;Leste Maranhense;21014;Chapadinha;0,305;0,383;0,562
210215;21;MA;Nordeste;2102;Oeste Maranhense;21008;Pindar⁄;0,194;0,317;0,519
210220;21;MA;Nordeste;2104;Leste Maranhense;21014;Chapadinha;0,24;0,379;0,548
210230;21;MA;Nordeste;2104;Leste Maranhense;21017;Caxias;0,308;0,395;0,59
210232;21;MA;Nordeste;2102;Oeste Maranhense;21008;Pindar⁄;0,237;0,342;0,556
210235;21;MA;Nordeste;2102;Oeste Maranhense;21009;Imperatriz;0,19;0,376;0,583
210237;21;MA;Nordeste;2101;Norte Maranhense;21003;Rosﬂrio;0,256;0,344;0,537
210240;21;MA;Nordeste;2101;Norte Maranhense;21001;Litoral Ocidental Maranhense;0,246;0,388;0,553
210250;21;MA;Nordeste;2101;Norte Maranhense;21005;Baixada Maranhense;0,257;0,331;0,523
210255;21;MA;Nordeste;2105;Sul Maranhense;21019;Porto Franco;0,249;0,441;0,652
210260;21;MA;Nordeste;2102;Oeste Maranhense;21007;Gurupi;0,275;0,382;0,561
210270;21;MA;Nordeste;2101;Norte Maranhense;21006;Itapecuru Mirim;0,293;0,378;0,565
210275;21;MA;Nordeste;2104;Leste Maranhense;21015;Codæ;0,274;0,367;0,537
210280;21;MA;Nordeste;2105;Sul Maranhense;21019;Porto Franco;0,353;0,476;0,634
210290;21;MA;Nordeste;2102;Oeste Maranhense;21007;Gurupi;0,282;0,381;0,574
210300;21;MA;Nordeste;2104;Leste Maranhense;21017;Caxias;0,357;0,469;0,624
210310;21;MA;Nordeste;2101;Norte Maranhense;21001;Litoral Ocidental Maranhense;0,342;0,452;0,605
210312;21;MA;Nordeste;2101;Norte Maranhense;21001;Litoral Ocidental Maranhense;0,26;0,392;0,585
210315;21;MA;Nordeste;2102;Oeste Maranhense;21007;Gurupi;0,16;0,307;0,542
210317;21;MA;Nordeste;2102;Oeste Maranhense;21007;Gurupi;0,181;0,321;0,518
210320;21;MA;Nordeste;2104;Leste Maranhense;21014;Chapadinha;0,328;0,42;0,604
210325;21;MA;Nordeste;2102;Oeste Maranhense;21009;Imperatriz;0,286;0,414;0,6
210330;21;MA;Nordeste;2104;Leste Maranhense;21015;Codæ;0,301;0,4;0,595
210340;21;MA;Nordeste;2104;Leste Maranhense;21016;Coelho Neto;0,274;0,387;0,564
210350;21;MA;Nordeste;2104;Leste Maranhense;21018;Chapadas do Alto Itapecuru;0,324;0,408;0,596
210355;21;MA;Nordeste;2101;Norte Maranhense;21005;Baixada Maranhense;0,206;0,309;0,512
210360;21;MA;Nordeste;2104;Leste Maranhense;21015;Codæ;0,287;0,376;0,576
210370;21;MA;Nordeste;2101;Norte Maranhense;21001;Litoral Ocidental Maranhense;0,323;0,46;0,612
210375;21;MA;Nordeste;2102;Oeste Maranhense;21009;Imperatriz;0,235;0,418;0,607
210380;21;MA;Nordeste;2103;Centro Maranhense;21012;Presidente Dutra;0,382;0,48;0,622
210390;21;MA;Nordeste;2104;Leste Maranhense;21016;Coelho Neto;0,286;0,383;0,533
210400;21;MA;Nordeste;2103;Centro Maranhense;21010;M⁄dio Mearim;0,271;0,375;0,586
210405;21;MA;Nordeste;2105;Sul Maranhense;21019;Porto Franco;0,333;0,468;0,659
210407;21;MA;Nordeste;2105;Sul Maranhense;21020;Gerais de Balsas;0,123;0,302;0,532
210408;21;MA;Nordeste;2103;Centro Maranhense;21011;Alto Mearim e Graja∑;0,155;0,261;0,443
210409;21;MA;Nordeste;2103;Centro Maranhense;21011;Alto Mearim e Graja∑;0,187;0,335;0,556
210410;21;MA;Nordeste;2105;Sul Maranhense;21021;Chapadas das Mangabeiras;0,3;0,42;0,616
210420;21;MA;Nordeste;2103;Centro Maranhense;21012;Presidente Dutra;0,302;0,43;0,58
210430;21;MA;Nordeste;2102;Oeste Maranhense;21007;Gurupi;0,299;0,388;0,604
210440;21;MA;Nordeste;2103;Centro Maranhense;21012;Presidente Dutra;0,288;0,395;0,568
210450;21;MA;Nordeste;2103;Centro Maranhense;21012;Presidente Dutra;0,321;0,377;0,565
210455;21;MA;Nordeste;2102;Oeste Maranhense;21009;Imperatriz;0,267;0,422;0,629
210460;21;MA;Nordeste;2103;Centro Maranhense;21012;Presidente Dutra;0,241;0,393;0,572
210462;21;MA;Nordeste;2103;Centro Maranhense;21012;Presidente Dutra;0,213;0,369;0,544
210465;21;MA;Nordeste;2102;Oeste Maranhense;21008;Pindar⁄;0,175;0,318;0,521
210467;21;MA;Nordeste;2102;Oeste Maranhense;21007;Gurupi;0,273;0,361;0,569
210470;21;MA;Nordeste;2103;Centro Maranhense;21012;Presidente Dutra;0,316;0,406;0,57
210480;21;MA;Nordeste;2103;Centro Maranhense;21011;Alto Mearim e Graja∑;0,295;0,421;0,609
210490;21;MA;Nordeste;2101;Norte Maranhense;21001;Litoral Ocidental Maranhense;0,374;0,479;0,625
210500;21;MA;Nordeste;2101;Norte Maranhense;21004;Len˛ois Maranhenses;0,212;0,365;0,535
210510;21;MA;Nordeste;2101;Norte Maranhense;21003;Rosﬂrio;0,21;0,348;0,546
210515;21;MA;Nordeste;2101;Norte Maranhense;21005;Baixada Maranhense;0,205;0,341;0,569
210520;21;MA;Nordeste;2103;Centro Maranhense;21010;M⁄dio Mearim;0,333;0,443;0,614
210530;21;MA;Nordeste;2102;Oeste Maranhense;21009;Imperatriz;0,444;0,591;0,731
210535;21;MA;Nordeste;2103;Centro Maranhense;21011;Alto Mearim e Graja∑;0,143;0,319;0,518
210540;21;MA;Nordeste;2101;Norte Maranhense;21006;Itapecuru Mirim;0,338;0,431;0,599
210542;21;MA;Nordeste;2102;Oeste Maranhense;21009;Imperatriz;0,313;0,48;0,63
210545;21;MA;Nordeste;2104;Leste Maranhense;21018;Chapadas do Alto Itapecuru;0,194;0,385;0,561
210547;21;MA;Nordeste;2103;Centro Maranhense;21011;Alto Mearim e Graja∑;0,17;0,335;0,49
210550;21;MA;Nordeste;2102;Oeste Maranhense;21009;Imperatriz;0,299;0,454;0,641
210560;21;MA;Nordeste;2103;Centro Maranhense;21011;Alto Mearim e Graja∑;0,251;0,367;0,561
210565;21;MA;Nordeste;2102;Oeste Maranhense;21007;Gurupi;0,208;0,372;0,552
210570;21;MA;Nordeste;2102;Oeste Maranhense;21008;Pindar⁄;0,31;0,43;0,589
210580;21;MA;Nordeste;2103;Centro Maranhense;21010;M⁄dio Mearim;0,32;0,388;0,581
210590;21;MA;Nordeste;2103;Centro Maranhense;21010;M⁄dio Mearim;0,257;0,348;0,557
210592;21;MA;Nordeste;2104;Leste Maranhense;21018;Chapadas do Alto Itapecuru;0,217;0,313;0,566
210594;21;MA;Nordeste;2103;Centro Maranhense;21010;M⁄dio Mearim;0,279;0,393;0,602
210596;21;MA;Nordeste;2102;Oeste Maranhense;21008;Pindar⁄;0,133;0,309;0,502
210598;21;MA;Nordeste;2102;Oeste Maranhense;21009;Imperatriz;0,149;0,374;0,589
210600;21;MA;Nordeste;2103;Centro Maranhense;21010;M⁄dio Mearim;0,325;0,405;0,581
210610;21;MA;Nordeste;2105;Sul Maranhense;21021;Chapadas das Mangabeiras;0,293;0,398;0,582
210620;21;MA;Nordeste;2102;Oeste Maranhense;21007;Gurupi;0,314;0,452;0,588
210630;21;MA;Nordeste;2104;Leste Maranhense;21013;Baixo Parna›ba Maranhense;0,277;0,386;0,567
